Margin(data: [.#.##..#.#], img[2411], T[0,0], d[N])
Margin(data: [##..##.###], img[3517], T[1,180], d[N])
Margin(data: [#.#.#....#], img[3517], T[1,180], d[E])
Margin(data: [###.#...##], img[3517], T[1,180], d[S])
Margin(data: [##.#.#####], img[3517], T[1,180], d[W])
Margin(data: [#####.#.##], img[3517], T[1,270], d[N])
Margin(data: [##..##.###], img[3517], T[1,270], d[E])
Margin(data: [#....#.#.#], img[3517], T[1,270], d[S])
Margin(data: [###.#...##], img[3517], T[1,270], d[W])
Margin(data: [##.#..#...], img[3347], T[0,0], d[N])
Margin(data: [.#.#.###..], img[3347], T[0,0], d[E])
Margin(data: [##.#.#....], img[3347], T[0,0], d[S])
Margin(data: [#.....##.#], img[3347], T[0,0], d[W])
Margin(data: [#.##.....#], img[3347], T[0,90], d[N])
Margin(data: [##.#..#...], img[3347], T[0,90], d[E])
Margin(data: [..###.#.#.], img[3347], T[0,90], d[S])
Margin(data: [##.#.#....], img[3347], T[0,90], d[W])
Margin(data: [....#.#.##], img[3347], T[0,180], d[N])
Margin(data: [#.##.....#], img[3347], T[0,180], d[E])
Margin(data: [...#..#.##], img[3347], T[0,180], d[S])
Margin(data: [..###.#.#.], img[3347], T[0,180], d[W])
Margin(data: [.#.#.###..], img[3347], T[0,270], d[N])
Margin(data: [....#.#.##], img[3347], T[0,270], d[E])
Margin(data: [#.....##.#], img[3347], T[0,270], d[S])
Margin(data: [...#..#.##], img[3347], T[0,270], d[W])
Margin(data: [...#..#.##], img[3347], T[1,0], d[N])
Margin(data: [#.....##.#], img[3347], T[1,0], d[E])
Margin(data: [....#.#.##], img[3347], T[1,0], d[S])
Margin(data: [.#.#.###..], img[3347], T[1,0], d[W])
Margin(data: [..###.#.#.], img[3347], T[1,90], d[N])
Margin(data: [...#..#.##], img[3347], T[1,90], d[E])
Margin(data: [#.##.....#], img[3347], T[1,90], d[S])
Margin(data: [....#.#.##], img[3347], T[1,90], d[W])
Margin(data: [##.#.#....], img[3347], T[1,180], d[N])
Margin(data: [..###.#.#.], img[3347], T[1,180], d[E])
Margin(data: [##.#..#...], img[3347], T[1,180], d[S])
Margin(data: [#.##.....#], img[3347], T[1,180], d[W])
Margin(data: [#.....##.#], img[3347], T[1,270], d[N])
Margin(data: [##.#.#....], img[3347], T[1,270], d[E])
Margin(data: [.#.#.###..], img[3347], T[1,270], d[S])
Margin(data: [##.#..#...], img[3347], T[1,270], d[W])
Margin(data: [.##.#.#...], img[2711], T[0,0], d[N])
Margin(data: [...#......], img[2711], T[0,0], d[E])
Margin(data: [#..#.##.#.], img[2711], T[0,0], d[S])
Margin(data: [...#.##.##], img[2711], T[0,0], d[W])
Margin(data: [##.##.#...], img[2711], T[0,90], d[N])
Margin(data: [.##.#.#...], img[2711], T[0,90], d[E])
Margin(data: [......#...], img[2711], T[0,90], d[S])
Margin(data: [#..#.##.#.], img[2711], T[0,90], d[W])
Margin(data: [.#.##.#..#], img[2711], T[0,180], d[N])
Margin(data: [##.##.#...], img[2711], T[0,180], d[E])
Margin(data: [...#.#.##.], img[2711], T[0,180], d[S])
Margin(data: [......#...], img[2711], T[0,180], d[W])
Margin(data: [...#......], img[2711], T[0,270], d[N])
Margin(data: [.#.##.#..#], img[2711], T[0,270], d[E])
Margin(data: [...#.##.##], img[2711], T[0,270], d[S])
Margin(data: [...#.#.##.], img[2711], T[0,270], d[W])
Margin(data: [...#.#.##.], img[2711], T[1,0], d[N])
Margin(data: [...#.##.##], img[2711], T[1,0], d[E])
Margin(data: [.#.##.#..#], img[2711], T[1,0], d[S])
Margin(data: [...#......], img[2711], T[1,0], d[W])
Margin(data: [......#...], img[2711], T[1,90], d[N])
Margin(data: [...#.#.##.], img[2711], T[1,90], d[E])
Margin(data: [##.##.#...], img[2711], T[1,90], d[S])
Margin(data: [.#.##.#..#], img[2711], T[1,90], d[W])
Margin(data: [#..#.##.#.], img[2711], T[1,180], d[N])
Margin(data: [......#...], img[2711], T[1,180], d[E])
Margin(data: [.##.#.#...], img[2711], T[1,180], d[S])
Margin(data: [##.##.#...], img[2711], T[1,180], d[W])
Margin(data: [...#.##.##], img[2711], T[1,270], d[N])
Margin(data: [#..#.##.#.], img[2711], T[1,270], d[E])
Margin(data: [...#......], img[2711], T[1,270], d[S])
Margin(data: [.##.#.#...], img[2711], T[1,270], d[W])
Margin(data: [###.#..#.#], img[3877], T[0,0], d[N])
Margin(data: [####.##.##], img[3877], T[0,0], d[E])
Margin(data: [...###.###], img[3877], T[0,0], d[S])
Margin(data: [##.#.#.##.], img[3877], T[0,0], d[W])
Margin(data: [.##.#.#.##], img[3877], T[0,90], d[N])
Margin(data: [###.#..#.#], img[3877], T[0,90], d[E])
Margin(data: [##.##.####], img[3877], T[0,90], d[S])
Margin(data: [...###.###], img[3877], T[0,90], d[W])
Margin(data: [###.###...], img[3877], T[0,180], d[N])
Margin(data: [.##.#.#.##], img[3877], T[0,180], d[E])
Margin(data: [#.#..#.###], img[3877], T[0,180], d[S])
Margin(data: [##.##.####], img[3877], T[0,180], d[W])
Margin(data: [####.##.##], img[3877], T[0,270], d[N])
Margin(data: [###.###...], img[3877], T[0,270], d[E])
Margin(data: [##.#.#.##.], img[3877], T[0,270], d[S])
Margin(data: [#.#..#.###], img[3877], T[0,270], d[W])
Margin(data: [#.#..#.###], img[3877], T[1,0], d[N])
Margin(data: [##.#.#.##.], img[3877], T[1,0], d[E])
Margin(data: [###.###...], img[3877], T[1,0], d[S])
Margin(data: [####.##.##], img[3877], T[1,0], d[W])
Margin(data: [##.##.####], img[3877], T[1,90], d[N])
Margin(data: [#.#..#.###], img[3877], T[1,90], d[E])
Margin(data: [.##.#.#.##], img[3877], T[1,90], d[S])
Margin(data: [###.###...], img[3877], T[1,90], d[W])
Margin(data: [...###.###], img[3877], T[1,180], d[N])
Margin(data: [##.##.####], img[3877], T[1,180], d[E])
Margin(data: [###.#..#.#], img[3877], T[1,180], d[S])
Margin(data: [.##.#.#.##], img[3877], T[1,180], d[W])
Margin(data: [##.#.#.##.], img[3877], T[1,270], d[N])
Margin(data: [...###.###], img[3877], T[1,270], d[E])
Margin(data: [####.##.##], img[3877], T[1,270], d[S])
Margin(data: [###.#..#.#], img[3877], T[1,270], d[W])
Margin(data: [###...##.#], img[1721], T[0,0], d[N])
Margin(data: [##....####], img[1721], T[0,0], d[E])
Margin(data: [#..##....#], img[1721], T[0,0], d[S])
Margin(data: [#...####.#], img[1721], T[0,0], d[W])
Margin(data: [#.####...#], img[1721], T[0,90], d[N])
Margin(data: [###...##.#], img[1721], T[0,90], d[E])
Margin(data: [####....##], img[1721], T[0,90], d[S])
Margin(data: [#..##....#], img[1721], T[0,90], d[W])
Margin(data: [#....##..#], img[1721], T[0,180], d[N])
Margin(data: [#.####...#], img[1721], T[0,180], d[E])
Margin(data: [#.##...###], img[1721], T[0,180], d[S])
Margin(data: [####....##], img[1721], T[0,180], d[W])
Margin(data: [##....####], img[1721], T[0,270], d[N])
Margin(data: [#....##..#], img[1721], T[0,270], d[E])
Margin(data: [#...####.#], img[1721], T[0,270], d[S])
Margin(data: [#.##...###], img[1721], T[0,270], d[W])
Margin(data: [#.##...###], img[1721], T[1,0], d[N])
Margin(data: [#...####.#], img[1721], T[1,0], d[E])
Margin(data: [#....##..#], img[1721], T[1,0], d[S])
Margin(data: [##....####], img[1721], T[1,0], d[W])
Margin(data: [####....##], img[1721], T[1,90], d[N])
Margin(data: [#.##...###], img[1721], T[1,90], d[E])
Margin(data: [#.####...#], img[1721], T[1,90], d[S])
Margin(data: [#....##..#], img[1721], T[1,90], d[W])
Margin(data: [#..##....#], img[1721], T[1,180], d[N])
Margin(data: [####....##], img[1721], T[1,180], d[E])
Margin(data: [###...##.#], img[1721], T[1,180], d[S])
Margin(data: [#.####...#], img[1721], T[1,180], d[W])
Margin(data: [#...####.#], img[1721], T[1,270], d[N])
Margin(data: [#..##....#], img[1721], T[1,270], d[E])
Margin(data: [##....####], img[1721], T[1,270], d[S])
Margin(data: [###...##.#], img[1721], T[1,270], d[W])
Margin(data: [.#.#..##.#], img[3457], T[0,0], d[N])
Margin(data: [#.#..#...#], img[3457], T[0,0], d[E])
Margin(data: [.#.#.##..#], img[3457], T[0,0], d[S])
Margin(data: [..#..#....], img[3457], T[0,0], d[W])
Margin(data: [....#..#..], img[3457], T[0,90], d[N])
Margin(data: [.#.#..##.#], img[3457], T[0,90], d[E])
Margin(data: [#...#..#.#], img[3457], T[0,90], d[S])
Margin(data: [.#.#.##..#], img[3457], T[0,90], d[W])
Margin(data: [#..##.#.#.], img[3457], T[0,180], d[N])
Margin(data: [....#..#..], img[3457], T[0,180], d[E])
Margin(data: [#.##..#.#.], img[3457], T[0,180], d[S])
Margin(data: [#...#..#.#], img[3457], T[0,180], d[W])
Margin(data: [#.#..#...#], img[3457], T[0,270], d[N])
Margin(data: [#..##.#.#.], img[3457], T[0,270], d[E])
Margin(data: [..#..#....], img[3457], T[0,270], d[S])
Margin(data: [#.##..#.#.], img[3457], T[0,270], d[W])
Margin(data: [#.##..#.#.], img[3457], T[1,0], d[N])
Margin(data: [..#..#....], img[3457], T[1,0], d[E])
Margin(data: [#..##.#.#.], img[3457], T[1,0], d[S])
Margin(data: [#.#..#...#], img[3457], T[1,0], d[W])
Margin(data: [#...#..#.#], img[3457], T[1,90], d[N])
Margin(data: [#.##..#.#.], img[3457], T[1,90], d[E])
Margin(data: [....#..#..], img[3457], T[1,90], d[S])
Margin(data: [#..##.#.#.], img[3457], T[1,90], d[W])
Margin(data: [.#.#.##..#], img[3457], T[1,180], d[N])
Margin(data: [#...#..#.#], img[3457], T[1,180], d[E])
Margin(data: [.#.#..##.#], img[3457], T[1,180], d[S])
Margin(data: [....#..#..], img[3457], T[1,180], d[W])
Margin(data: [..#..#....], img[3457], T[1,270], d[N])
Margin(data: [.#.#.##..#], img[3457], T[1,270], d[E])
Margin(data: [#.#..#...#], img[3457], T[1,270], d[S])
Margin(data: [.#.#..##.#], img[3457], T[1,270], d[W])
Margin(data: [.#.......#], img[1231], T[0,0], d[N])
Margin(data: [##.#..#...], img[1231], T[0,0], d[E])
Margin(data: [###...##..], img[1231], T[0,0], d[S])
Margin(data: [.##..##..#], img[1231], T[0,0], d[W])
Margin(data: [#..##..##.], img[1231], T[0,90], d[N])
Margin(data: [.#.......#], img[1231], T[0,90], d[E])
Margin(data: [...#..#.##], img[1231], T[0,90], d[S])
Margin(data: [###...##..], img[1231], T[0,90], d[W])
Margin(data: [..##...###], img[1231], T[0,180], d[N])
Margin(data: [#..##..##.], img[1231], T[0,180], d[E])
Margin(data: [#.......#.], img[1231], T[0,180], d[S])
Margin(data: [...#..#.##], img[1231], T[0,180], d[W])
Margin(data: [##.#..#...], img[1231], T[0,270], d[N])
Margin(data: [..##...###], img[1231], T[0,270], d[E])
Margin(data: [.##..##..#], img[1231], T[0,270], d[S])
Margin(data: [#.......#.], img[1231], T[0,270], d[W])
Margin(data: [#.......#.], img[1231], T[1,0], d[N])
Margin(data: [.##..##..#], img[1231], T[1,0], d[E])
Margin(data: [..##...###], img[1231], T[1,0], d[S])
Margin(data: [##.#..#...], img[1231], T[1,0], d[W])
Margin(data: [...#..#.##], img[1231], T[1,90], d[N])
Margin(data: [#.......#.], img[1231], T[1,90], d[E])
Margin(data: [#..##..##.], img[1231], T[1,90], d[S])
Margin(data: [..##...###], img[1231], T[1,90], d[W])
Margin(data: [###...##..], img[1231], T[1,180], d[N])
Margin(data: [...#..#.##], img[1231], T[1,180], d[E])
Margin(data: [.#.......#], img[1231], T[1,180], d[S])
Margin(data: [#..##..##.], img[1231], T[1,180], d[W])
Margin(data: [.##..##..#], img[1231], T[1,270], d[N])
Margin(data: [###...##..], img[1231], T[1,270], d[E])
Margin(data: [##.#..#...], img[1231], T[1,270], d[S])
Margin(data: [.#.......#], img[1231], T[1,270], d[W])
Margin(data: [.###.#.#.#], img[1901], T[0,0], d[N])
Margin(data: [#.#...#..#], img[1901], T[0,0], d[E])
Margin(data: [#..##..###], img[1901], T[0,0], d[S])
Margin(data: [..#..#.###], img[1901], T[0,0], d[W])
Margin(data: [###.#..#..], img[1901], T[0,90], d[N])
Margin(data: [.###.#.#.#], img[1901], T[0,90], d[E])
Margin(data: [#..#...#.#], img[1901], T[0,90], d[S])
Margin(data: [#..##..###], img[1901], T[0,90], d[W])
Margin(data: [###..##..#], img[1901], T[0,180], d[N])
Margin(data: [###.#..#..], img[1901], T[0,180], d[E])
Margin(data: [#.#.#.###.], img[1901], T[0,180], d[S])
Margin(data: [#..#...#.#], img[1901], T[0,180], d[W])
Margin(data: [#.#...#..#], img[1901], T[0,270], d[N])
Margin(data: [###..##..#], img[1901], T[0,270], d[E])
Margin(data: [..#..#.###], img[1901], T[0,270], d[S])
Margin(data: [#.#.#.###.], img[1901], T[0,270], d[W])
Margin(data: [#.#.#.###.], img[1901], T[1,0], d[N])
Margin(data: [..#..#.###], img[1901], T[1,0], d[E])
Margin(data: [###..##..#], img[1901], T[1,0], d[S])
Margin(data: [#.#...#..#], img[1901], T[1,0], d[W])
Margin(data: [#..#...#.#], img[1901], T[1,90], d[N])
Margin(data: [#.#.#.###.], img[1901], T[1,90], d[E])
Margin(data: [###.#..#..], img[1901], T[1,90], d[S])
Margin(data: [###..##..#], img[1901], T[1,90], d[W])
Margin(data: [#..##..###], img[1901], T[1,180], d[N])
Margin(data: [#..#...#.#], img[1901], T[1,180], d[E])
Margin(data: [.###.#.#.#], img[1901], T[1,180], d[S])
Margin(data: [###.#..#..], img[1901], T[1,180], d[W])
Margin(data: [..#..#.###], img[1901], T[1,270], d[N])
Margin(data: [#..##..###], img[1901], T[1,270], d[E])
Margin(data: [#.#...#..#], img[1901], T[1,270], d[S])
Margin(data: [.###.#.#.#], img[1901], T[1,270], d[W])
Margin(data: [#..#..#.#.], img[3329], T[0,0], d[N])
Margin(data: [..##.##...], img[3329], T[0,0], d[E])
Margin(data: [...#...##.], img[3329], T[0,0], d[S])
Margin(data: [#.#.####..], img[3329], T[0,0], d[W])
Margin(data: [..####.#.#], img[3329], T[0,90], d[N])
Margin(data: [#..#..#.#.], img[3329], T[0,90], d[E])
Margin(data: [...##.##..], img[3329], T[0,90], d[S])
Margin(data: [...#...##.], img[3329], T[0,90], d[W])
Margin(data: [.##...#...], img[3329], T[0,180], d[N])
Margin(data: [..####.#.#], img[3329], T[0,180], d[E])
Margin(data: [.#.#..#..#], img[3329], T[0,180], d[S])
Margin(data: [...##.##..], img[3329], T[0,180], d[W])
Margin(data: [..##.##...], img[3329], T[0,270], d[N])
Margin(data: [.##...#...], img[3329], T[0,270], d[E])
Margin(data: [#.#.####..], img[3329], T[0,270], d[S])
Margin(data: [.#.#..#..#], img[3329], T[0,270], d[W])
Margin(data: [.#.#..#..#], img[3329], T[1,0], d[N])
Margin(data: [#.#.####..], img[3329], T[1,0], d[E])
Margin(data: [.##...#...], img[3329], T[1,0], d[S])
Margin(data: [..##.##...], img[3329], T[1,0], d[W])
Margin(data: [...##.##..], img[3329], T[1,90], d[N])
Margin(data: [.#.#..#..#], img[3329], T[1,90], d[E])
Margin(data: [..####.#.#], img[3329], T[1,90], d[S])
Margin(data: [.##...#...], img[3329], T[1,90], d[W])
Margin(data: [...#...##.], img[3329], T[1,180], d[N])
Margin(data: [...##.##..], img[3329], T[1,180], d[E])
Margin(data: [#..#..#.#.], img[3329], T[1,180], d[S])
Margin(data: [..####.#.#], img[3329], T[1,180], d[W])
Margin(data: [#.#.####..], img[3329], T[1,270], d[N])
Margin(data: [...#...##.], img[3329], T[1,270], d[E])
Margin(data: [..##.##...], img[3329], T[1,270], d[S])
Margin(data: [#..#..#.#.], img[3329], T[1,270], d[W])
Margin(data: [..#....#.#], img[1291], T[0,0], d[N])
Margin(data: [####..#.#.], img[1291], T[0,0], d[E])
Margin(data: [#.###.#...], img[1291], T[0,0], d[S])
Margin(data: [.#########], img[1291], T[0,0], d[W])
Margin(data: [#########.], img[1291], T[0,90], d[N])
Margin(data: [..#....#.#], img[1291], T[0,90], d[E])
Margin(data: [.#.#..####], img[1291], T[0,90], d[S])
Margin(data: [#.###.#...], img[1291], T[0,90], d[W])
Margin(data: [...#.###.#], img[1291], T[0,180], d[N])
Margin(data: [#########.], img[1291], T[0,180], d[E])
Margin(data: [#.#....#..], img[1291], T[0,180], d[S])
Margin(data: [.#.#..####], img[1291], T[0,180], d[W])
Margin(data: [####..#.#.], img[1291], T[0,270], d[N])
Margin(data: [...#.###.#], img[1291], T[0,270], d[E])
Margin(data: [.#########], img[1291], T[0,270], d[S])
Margin(data: [#.#....#..], img[1291], T[0,270], d[W])
Margin(data: [#.#....#..], img[1291], T[1,0], d[N])
Margin(data: [.#########], img[1291], T[1,0], d[E])
Margin(data: [...#.###.#], img[1291], T[1,0], d[S])
Margin(data: [####..#.#.], img[1291], T[1,0], d[W])
Margin(data: [.#.#..####], img[1291], T[1,90], d[N])
Margin(data: [#.#....#..], img[1291], T[1,90], d[E])
Margin(data: [#########.], img[1291], T[1,90], d[S])
Margin(data: [...#.###.#], img[1291], T[1,90], d[W])
Margin(data: [#.###.#...], img[1291], T[1,180], d[N])
Margin(data: [.#.#..####], img[1291], T[1,180], d[E])
Margin(data: [..#....#.#], img[1291], T[1,180], d[S])
Margin(data: [#########.], img[1291], T[1,180], d[W])
Margin(data: [.#########], img[1291], T[1,270], d[N])
Margin(data: [#.###.#...], img[1291], T[1,270], d[E])
Margin(data: [####..#.#.], img[1291], T[1,270], d[S])
Margin(data: [..#....#.#], img[1291], T[1,270], d[W])
Margin(data: [#..#...##.], img[1481], T[0,0], d[N])
Margin(data: [......##.#], img[1481], T[0,0], d[E])
Margin(data: [.#..#..#.#], img[1481], T[0,0], d[S])
Margin(data: [#..######.], img[1481], T[0,0], d[W])
Margin(data: [.######..#], img[1481], T[0,90], d[N])
Margin(data: [#..#...##.], img[1481], T[0,90], d[E])
Margin(data: [#.##......], img[1481], T[0,90], d[S])
Margin(data: [.#..#..#.#], img[1481], T[0,90], d[W])
Margin(data: [#.#..#..#.], img[1481], T[0,180], d[N])
Margin(data: [.######..#], img[1481], T[0,180], d[E])
Margin(data: [.##...#..#], img[1481], T[0,180], d[S])
Margin(data: [#.##......], img[1481], T[0,180], d[W])
Margin(data: [......##.#], img[1481], T[0,270], d[N])
Margin(data: [#.#..#..#.], img[1481], T[0,270], d[E])
Margin(data: [#..######.], img[1481], T[0,270], d[S])
Margin(data: [.##...#..#], img[1481], T[0,270], d[W])
Margin(data: [.##...#..#], img[1481], T[1,0], d[N])
Margin(data: [#..######.], img[1481], T[1,0], d[E])
Margin(data: [#.#..#..#.], img[1481], T[1,0], d[S])
Margin(data: [......##.#], img[1481], T[1,0], d[W])
Margin(data: [#.##......], img[1481], T[1,90], d[N])
Margin(data: [.##...#..#], img[1481], T[1,90], d[E])
Margin(data: [.######..#], img[1481], T[1,90], d[S])
Margin(data: [#.#..#..#.], img[1481], T[1,90], d[W])
Margin(data: [.#..#..#.#], img[1481], T[1,180], d[N])
Margin(data: [#.##......], img[1481], T[1,180], d[E])
Margin(data: [#..#...##.], img[1481], T[1,180], d[S])
Margin(data: [.######..#], img[1481], T[1,180], d[W])
Margin(data: [#..######.], img[1481], T[1,270], d[N])
Margin(data: [.#..#..#.#], img[1481], T[1,270], d[E])
Margin(data: [......##.#], img[1481], T[1,270], d[S])
Margin(data: [#..#...##.], img[1481], T[1,270], d[W])
Margin(data: [.###..#..#], img[2063], T[0,0], d[N])
Margin(data: [#.#.#..###], img[2063], T[0,0], d[E])
Margin(data: [##.#....##], img[2063], T[0,0], d[S])
Margin(data: [..##..##.#], img[2063], T[0,0], d[W])
Margin(data: [#.##..##..], img[2063], T[0,90], d[N])
Margin(data: [.###..#..#], img[2063], T[0,90], d[E])
Margin(data: [###..#.#.#], img[2063], T[0,90], d[S])
Margin(data: [##.#....##], img[2063], T[0,90], d[W])
Margin(data: [##....#.##], img[2063], T[0,180], d[N])
Margin(data: [#.##..##..], img[2063], T[0,180], d[E])
Margin(data: [#..#..###.], img[2063], T[0,180], d[S])
Margin(data: [###..#.#.#], img[2063], T[0,180], d[W])
Margin(data: [#.#.#..###], img[2063], T[0,270], d[N])
Margin(data: [##....#.##], img[2063], T[0,270], d[E])
Margin(data: [..##..##.#], img[2063], T[0,270], d[S])
Margin(data: [#..#..###.], img[2063], T[0,270], d[W])
Margin(data: [#..#..###.], img[2063], T[1,0], d[N])
Margin(data: [..##..##.#], img[2063], T[1,0], d[E])
Margin(data: [##....#.##], img[2063], T[1,0], d[S])
Margin(data: [#.#.#..###], img[2063], T[1,0], d[W])
Margin(data: [###..#.#.#], img[2063], T[1,90], d[N])
Margin(data: [#..#..###.], img[2063], T[1,90], d[E])
Margin(data: [#.##..##..], img[2063], T[1,90], d[S])
Margin(data: [##....#.##], img[2063], T[1,90], d[W])
Margin(data: [##.#....##], img[2063], T[1,180], d[N])
Margin(data: [###..#.#.#], img[2063], T[1,180], d[E])
Margin(data: [.###..#..#], img[2063], T[1,180], d[S])
Margin(data: [#.##..##..], img[2063], T[1,180], d[W])
Margin(data: [..##..##.#], img[2063], T[1,270], d[N])
Margin(data: [##.#....##], img[2063], T[1,270], d[E])
Margin(data: [#.#.#..###], img[2063], T[1,270], d[S])
Margin(data: [.###..#..#], img[2063], T[1,270], d[W])
Margin(data: [.#..#..#.#], img[2297], T[0,0], d[N])
Margin(data: [#.##.#.##.], img[2297], T[0,0], d[E])
Margin(data: [.#..###...], img[2297], T[0,0], d[S])
Margin(data: [.###.####.], img[2297], T[0,0], d[W])
Margin(data: [.####.###.], img[2297], T[0,90], d[N])
Margin(data: [.#..#..#.#], img[2297], T[0,90], d[E])
Margin(data: [.##.#.##.#], img[2297], T[0,90], d[S])
Margin(data: [.#..###...], img[2297], T[0,90], d[W])
Margin(data: [...###..#.], img[2297], T[0,180], d[N])
Margin(data: [.####.###.], img[2297], T[0,180], d[E])
Margin(data: [#.#..#..#.], img[2297], T[0,180], d[S])
Margin(data: [.##.#.##.#], img[2297], T[0,180], d[W])
Margin(data: [#.##.#.##.], img[2297], T[0,270], d[N])
Margin(data: [...###..#.], img[2297], T[0,270], d[E])
